연도,영화제,장르,출품작,감독,출품분야,수상내역,수상인
2012,시네마디지털서울,일반(종합),길위에서,이창재,버터플라이,,
2012,히로시마 국제애니메이션영화제,애니,도시,"김예영,김영근",Competition,,
2012,히로시마 국제애니메이션영화제,애니,사과 먹는 법,에릭 오,Competition,,
2012,히로시마 국제애니메이션영화제,애니,사과 먹는 법,에릭 오,Competition,,
2012,EBS 국제다큐영화제,다큐,학교 가는 길,김민지,한국 다큐멘터리 파노라마,,
2012,EBS 국제다큐영화제,다큐,아버지의 이메일,홍재희,,,
2012,EBS 국제다큐영화제,다큐,링,이진혁,,,
2012,멜버른 국제영화제,일반(종합),돼지의 왕,연상호,Animation,,
2012,멜버른 국제영화제,일반(종합),돈의 맛,임상수,Accent on Asia,,
2012,멜버른 국제영화제,일반(종합),범죄와의 전쟁: 나쁜놈들 전성시대,윤종빈,Accent on Asia,,
2012,멜버른 국제영화제,일반(종합),다른나라에서,홍상수,Accent on Asia,,
2012,멜버른 국제영화제,일반(종합),다른나라에서,홍상수,Accent on Asia,,
2012,멜버른 국제영화제,일반(종합),돈의 맛,임상수,Accent on Asia,,
2012,멜버른 국제영화제,일반(종합),범죄와의 전쟁: 나쁜놈들 전성시대,윤종빈,Accent on Asia,,
2012,제천국제음악영화제,기타,지각생들,백승화,한국 음악영화의 오늘,,
2012,제천국제음악영화제,기타,우리가 원하는 것,"어속 타파,박수현",한국 음악영화의 오늘,,
2012,제천국제음악영화제,기타,걸음의 이유,김철민,한국 음악영화의 오늘,,
2012,제천국제음악영화제,기타,튜닝,강경태,한국 음악영화의 오늘,,
2012,제천국제음악영화제,기타,여고괴담 두번째 이야기,"김태용,민규동",제천영화음악상 특별전,,
2012,제천국제음악영화제,기타,앙상블,이종필,한국 음악영화의 오늘,,
2012,제천국제음악영화제,기타,"에튀드, 솔로",유대얼,한국 음악영화의 오늘,,
2012,제천국제음악영화제,기타,천국의 아이들,박흥식,한국 음악영화의 오늘,,
2012,제천국제음악영화제,기타,귀여워도 못말려,권용석,한국 음악영화의 오늘,,
2012,제천국제음악영화제,기타,투 올드 힙합 키드,"정대건,정대건",한국 음악영화의 오늘,,
2012,제천국제음악영화제,기타,엘 꼰도르 빠사,송재용,한국 음악영화의 오늘,,
2012,제천국제음악영화제,기타,봄날은 간다,허진호,제천영화음악상 특별전,,
2012,제천국제음악영화제,기타,나는 공무원이다,구자홍,초청,,
2012,제천국제음악영화제,기타,기타와 나,,한국 음악영화의 오늘,,
2012,제천국제음악영화제,기타,반드시 크게 들을 것,백승화,한국 음악영화의 오늘,,
2012,제천국제음악영화제,기타,한국번안가요사,김대현,한국 음악영화의 오늘,,
2012,제천국제음악영화제,기타,복숭아나무,구혜선,한국 음악영화의 오늘,,
2012,제천국제음악영화제,기타,33리,조승연,,,
2012,제천국제음악영화제,기타,반드시 크게 들을 것 2 : Wild Days,백승화,한국 음악영화의 오늘,,
2012,제천국제음악영화제,기타,선물,오기환,제천영화음악상 특별전,,
2012,로카르노 국제영화제,일반(종합),디지털 삼인삼색 2012: 마지막 순간의 빛,비묵티 자야순다라,비경쟁부문,,
2012,로카르노 국제영화제,일반(종합),디지털 삼인삼색 2012: 그레이트 시네마 파티,라야 마틴,비경쟁부문,,
2012,로카르노 국제영화제,일반(종합),디지털 삼인삼색 2012: 아직 할 말이 남았지만,잉량,국제 경쟁,Best Actress,나이 안
2012,판타지아 국제영화제,판타지,인류멸망 보고서,김지운,,,
2012,판타지아 국제영화제,판타지,도가니,황동혁,,,
2012,판타지아 국제영화제,판타지,고양이: 죽음을 보는 두 개의 눈,변승욱,,,
2012,판타지아 국제영화제,판타지,완득이,이한,,,
2012,판타지아 국제영화제,판타지,돼지의 왕,연상호,Feature Film Spotlights,,
2012,판타지아 국제영화제,판타지,범죄와의 전쟁: 나쁜놈들 전성시대,윤종빈,,,
2012,판타지아 국제영화제,판타지,러브픽션,전계수,,,
2012,판타지아 국제영화제,판타지,퀵,조범구,,,
2012,판타지아 국제영화제,판타지,풍산개,전재홍,,,
2012,판타지아 국제영화제,판타지,화이트: 저주의 멜로디,"김곡,김선",,,
2012,판타지아 국제영화제,판타지,영건 탐정사무소,오영두,,,
2012,판타지아 국제영화제,판타지,써니,강형철,,,
2012,정동진독립영화제,독립,청이,김정인,섹션2,,
2012,뉴질랜드 국제영화제,일반(종합),돼지의 왕,연상호,,,
2012,정동진독립영화제,독립,도서관에서는 실내정숙,홍석재,섹션4,,
2012,정동진독립영화제,독립,"에튀드, 솔로",유대얼,섹션1,,
2012,정동진독립영화제,독립,개와 열쇠,김희정,섹션1,땡그랑동전상,김희정
2012,뉴질랜드 국제영화제,일반(종합),달팽이의 별,이승준,,,
2012,정동진독립영화제,독립,애드벌룬,이우정,섹션5,,
2012,정동진독립영화제,독립,봄이니까,박생기,섹션5,,
2012,정동진독립영화제,독립,하루,한재빈,섹션3,땡그랑동전상,한재빈
2012,뉴질랜드 국제영화제,일반(종합),다른나라에서,홍상수,,,
2012,정동진독립영화제,독립,요세미티와 나,김지현,섹션2,,
2012,정동진독립영화제,독립,오징어와 복면,"최진영,문혜성,설경석",섹션5,땡그랑동전상,문혜성
2012,정동진독립영화제,독립,누가 공정화를 죽였나?,한지혜,섹션1,,
2012,정동진독립영화제,독립,경복,유시형,섹션6,,
2012,정동진독립영화제,독립,왜 우리는 다큐멘터리를 찍는가,"김수민,박준형,조남현,김준기",섹션3,,
2012,뉴질랜드 국제영화제,일반(종합),돈의 맛,임상수,,,
2012,정동진독립영화제,독립,원데이프로젝트,,섹션4,,
2012,정동진독립영화제,독립,포커페이스걸,김건,섹션4,,
2012,정동진독립영화제,독립,창 밖의 영화,서은선,섹션3,,
2012,정동진독립영화제,독립,소녀이야기,김준기,섹션2,,
2012,뉴질랜드 국제영화제,일반(종합),영건 탐정사무소,오영두,,,
2012,정동진독립영화제,독립,"희망버스, 러브 스토리",박성미,섹션2,,
2012,정동진독립영화제,독립,이기는 기분,한승훈,섹션4,,
2012,정동진독립영화제,독립,투 올드 힙합 키드,"정대건,정대건",섹션6,,
2012,정동진독립영화제,독립,영아,최아름,섹션1,,
2012,정동진독립영화제,독립,오목어,김진만,섹션5,,
2012,부천국제판타스틱영화제,판타지,도시의 풍년,김영빈,,,
2012,뉴 호라이즌 국제영화제,호러/스릴러,아리랑,김기덕,Season 2011/ 2012,,
2012,부천국제판타스틱영화제,판타지,렛 미 아웃,"김창래,소재영",비전 익스프레스,,
2012,부천국제판타스틱영화제,판타지,줄탁동시,김경묵,비전 익스프레스,,
2012,부천국제판타스틱영화제,판타지,비욘드 3D,"조영준,베로니카 정,이헌국",,,
2012,부천국제판타스틱영화제,판타지,나쁜 피,강효진,월드 판타스틱 시네마,,
2012,부천국제판타스틱영화제,판타지,미확인 동영상 : 절대클릭금지,김태경,월드 판타스틱 시네마,,
2012,부천국제판타스틱영화제,판타지,용서할 수 없는 그날 밤,강민지,판타스틱 단편 걸작선,,
2012,뉴 호라이즌 국제영화제,호러/스릴러,줄탁동시,김경묵,New Horizons International Competition,,
2012,부천국제판타스틱영화제,판타지,영건 탐정사무소,오영두,월드 판타스틱 시네마,,
2012,부천국제판타스틱영화제,판타지,보기에 심히 좋았더라,박소연,판타스틱 단편 걸작선,,
2012,뉴 호라이즌 국제영화제,호러/스릴러,가시,김중현,Panorama,,
2012,부천국제판타스틱영화제,판타지,시련,김연수,월드 판타스틱 시네마,,
2012,부천국제판타스틱영화제,판타지,영웅의 탄생,한지혜,부천 초이스 : 단편 1,한국단편특별상,
2012,부천국제판타스틱영화제,판타지,환상의 콤비,전병덕,부천 초이스 : 단편 2,단편 대상,
2012,부천국제판타스틱영화제,판타지,좋은 꿈 꾸세요,강민식,,,
2012,부천국제판타스틱영화제,판타지,인류멸망 보고서,김지운,월드 판타스틱 시네마,,
2012,부천국제판타스틱영화제,판타지,독개구리,고정욱,부천 초이스 : 단편 2,단편 관객상,
2012,부천국제판타스틱영화제,판타지,거인의 방,김시진,2012 한국단편공모전,,
2012,부천국제판타스틱영화제,판타지,무서운 이야기,"김곡,김선,민규동,임대웅,정범식,홍지영",개막작,,
2012,부천국제판타스틱영화제,판타지,숫호구,백승기,월드 판타스틱 시네마,,
2012,부천국제판타스틱영화제,판타지,90분,박선욱,월드 판타스틱 시네마,,
2012,부천국제판타스틱영화제,판타지,오싹한 연애,황인호,월드 판타스틱 시네마,,
2012,위즈아트 국제단편영화제,단편,손님,윤가은,경쟁,,
2012,뉴 호라이즌 국제영화제,호러/스릴러,자살변주,"김곡,김선",Third Eye: The Happy End. Images for the End of the World,,
2012,부천국제판타스틱영화제,판타지,플라잉 피그,박성미,,,
2012,부천국제판타스틱영화제,판타지,대필,곽동엽,,,
2012,부천국제판타스틱영화제,판타지,시체가 돌아왔다,우선호,월드 판타스틱 시네마,,
2012,과나후아토 국제영화제,일반(종합),모던 패밀리,김광빈,Official Selection Short Fiction,,
2012,지포니 영화제,청소년,레옹,이기영,Elements +3,,
2012,지포니 영화제,청소년,개와 열쇠,김희정,Elements +6,,
2012,지포니 영화제,청소년,해피버스데이,이승민,Amnesty in Short,,
2012,지포니 영화제,청소년,도깨비와 만두,정지환,Elements +6,,
2012,지포니 영화제,청소년,바비,이상우,generator +18,최우수 작품상,
2012,서울국제만화애니메이션페스티벌,애니,그림자,김승래,학생단편(경쟁),,
2012,서울국제만화애니메이션페스티벌,애니,숙녀들의 하룻밤,한병아,경쟁단편 - 학생부문,,
2012,서울국제만화애니메이션페스티벌,애니,파닥파닥,이대희,경쟁부문,심사위원 특별상,
2012,첸나이 여성영화제,일반(종합),쿠바의 연인,정호현,,,
2012,첸나이 여성영화제,일반(종합),두 개의 선,지민,,,
2012,첸나이 여성영화제,일반(종합),산정호수의 맛,부지영,,,
2012,첸나이 여성영화제,일반(종합),송여사님의 작업일지,나비,,,
2012,타이베이 영화제,일반(종합),줄탁동시,김경묵,director in Focus: Kim Kyung-Mook,,
2012,첸나이 여성영화제,일반(종합),밍크코트,"신아가,이상철",,,
2012,타이베이 영화제,일반(종합),U.F.O.,공귀현,Midnight Fantasy,,
2012,첸나이 여성영화제,일반(종합),나나나 : 여배우 민낯 프로젝트,"김꽃비,부지영,양은용,서영주",,,
2012,첸나이 여성영화제,일반(종합),"혜화, 동",민용근,,,
2012,타이베이 영화제,일반(종합),Sex/Less,김경묵,director in Focus: Kim Kyung-Mook,,
2012,첸나이 여성영화제,일반(종합),진옥 언니 학교 가다,김진열,,,
2012,첸나이 여성영화제,일반(종합),모래,강유가람,,,
2012,첸나이 여성영화제,일반(종합),트랜스시암,조현준,한국영화,,
2012,타이베이 영화제,일반(종합),나와 인형놀이,김경묵,director in Focus: Kim Kyung-Mook,,
2012,타이베이 영화제,일반(종합),에일리언 비키니,오영두,Midnight Fantasy,,
2012,첸나이 여성영화제,일반(종합),"열일곱, 그리고 여름",조슬예,,,
2012,타이베이 영화제,일반(종합),청계천의 개,김경묵,director in Focus: Kim Kyung-Mook,,
2012,첸나이 여성영화제,일반(종합),"희망버스, 러브 스토리",박성미,,,
2012,첸나이 여성영화제,일반(종합),레드마리아,경순,,,
2012,첸나이 여성영화제,일반(종합),"여기, 우리가 만나는 곳",김민,,,
2012,첸나이 여성영화제,일반(종합),소와 함께 여행하는 법,임순례,,,
2012,달라스 아시안 영화제,일반(종합),악인은 너무 많다,김회근,,,
2012,달라스 아시안 영화제,일반(종합),러브픽션,전계수,Out of Competition,,
2012,달라스 아시안 영화제,일반(종합),나는 공무원이다,구자홍,Competition,,
2012,달라스 아시안 영화제,일반(종합),다슬이,박철순,,,
2012,달라스 아시안 영화제,일반(종합),손님,윤가은,Dramatic Shorts,,
2012,달라스 아시안 영화제,일반(종합),인류멸망 보고서,김지운,폐막작(Closing Night Film),,
2012,달라스 아시안 영화제,일반(종합),모던 패밀리,김광빈,Dark Shorts,,
2012,뉴욕 아시안 영화제,일반(종합),인류멸망 보고서,김지운,Official selection,,
2012,후쿠오카 아시아 영화제,일반(종합),페이스메이커,김달중,,,
2012,후쿠오카 아시아 영화제,일반(종합),하루,,,,
2012,후쿠오카 아시아 영화제,일반(종합),오싹한 연애,황인호,,,
2012,인천여성영화제,일반(종합),"희망버스, 러브 스토리",박성미,폐막작,,
2012,인천여성영화제,일반(종합),어머니,태준식,,,
2012,뉴욕 아시안 영화제,일반(종합),범죄와의 전쟁: 나쁜놈들 전성시대,윤종빈,Choi Min-sik Retropsective,,
2012,인천여성영화제,일반(종합),이주여성의 체류이야기,레티마이투(한가은),,,
2012,뉴욕 아시안 영화제,일반(종합),철암 계곡의 혈투,지하진,Official selection,,
2012,뉴욕 아시안 영화제,일반(종합),비밀애,"권지연,류훈",Official selection,,
2012,인천여성영화제,일반(종합),마취,김석영,,,
2012,인천여성영화제,일반(종합),댄싱퀸,이석훈,,,
2012,인천여성영화제,일반(종합),화차,변영주,,,
2012,인천여성영화제,일반(종합),간지들의 하루,이숙경,,,
